query,template_family,station,intent,origin,destination,transport_mode,information_type,slots_reviewed,language,script,source,split
थाउजेंड लाइट्स पर मेट्रो पास पर कितने प्रतिशत की छूट मिलती है?,ticketing:smartcard_discount,THOUSAND_LIGHTS,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
थाउजेंड लाइट्स पर सीजन पास खो जाए तो कितना जुर्माना लगता है?,ticketing:penalty_lost,THOUSAND_LIGHTS,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
guindy me token cost kitna hai?,ticketing:monthly_pass,GUINDY,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
what is the monthly pass cost from ashok nagar to thirumangalam?,ticketing:fare_english,ASHOK_NAGAR,ticketing,ASHOK_NAGAR,THIRUMANGALAM,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
क्या तेनामपेट से थाउजेंड लाइट्स के लिए व्हाट्सएप टिकट खरीद सकते हैं?,ticketing:online_ticket,TEYNAMPET,ticketing,TEYNAMPET,THOUSAND_LIGHTS,,fare,False,hi,devanagari,template_combinatorial,train
चेन्नई बीच पर ट्रेन का टिकट काउंटर कहाँ है?,ticketing:ticket_counter,CHENNAI_BEACH,ticketing,,,railway,fare,False,hi,devanagari,template_combinatorial,train
ag dms me qr ticket discount kitna milta hai?,ticketing:smartcard_discount,AG_DMS,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
सीएमबीटी पर एनसीएमसी रूपे कार्ड का क्या नियम है?,ticketing:monthly_pass,CMBT,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
chennai airport to alandur qr ticket price kya hai?,ticketing:ticket_price,CHENNAI_AIRPORT,ticketing,CHENNAI_AIRPORT,ALANDUR,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
cmbt me tourist pass cost kitna hai?,ticketing:monthly_pass,CMBT,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
चेन्नई एयरपोर्ट से तेनामपेट तक मासिक पास का दाम क्या है?,ticketing:ticket_price,CHENNAI_AIRPORT,ticketing,CHENNAI_AIRPORT,TEYNAMPET,,fare,False,hi,devanagari,template_combinatorial,train
टी नगर से गिंडी तक टूरिस्ट पास का दाम क्या है?,ticketing:ticket_price,NANDANAM,ticketing,NANDANAM,GUINDY,,fare,False,hi,devanagari,template_combinatorial,train
हाई कोर्ट पर व्हाट्सएप टिकट पर कितने प्रतिशत की छूट मिलती है?,ticketing:smartcard_discount,HIGH_COURT,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
chennai beach me smart card discount kitna milta hai?,ticketing:smartcard_discount,CHENNAI_BEACH,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
मीनांबक्कम पर सीजन पास पर कितने प्रतिशत की छूट मिलती है?,ticketing:smartcard_discount,MEENAMBAKKAM,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
vadapalani par tourist pass online booking kaise kare?,ticketing:qr_ticket,VADAPALANI,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
teynampet me ticket accept hota hai kya?,ticketing:ncmc_card,TEYNAMPET,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
क्या अन्ना नगर मेट्रो में व्हाट्सएप टिकट चलता है?,ticketing:ncmc_card,ANNA_NAGAR,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
क्या थाउजेंड लाइट्स मेट्रो में एनसीएमसी रूपे कार्ड चलता है?,ticketing:ncmc_card,THOUSAND_LIGHTS,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
एलआईसी काउंटर से टोकन मिल सकता है क्या?,ticketing:ticket_counter,LIC,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
cmbt me token discount kitna milta hai?,ticketing:smartcard_discount,CMBT,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
thousand lights me smart card discount kitna milta hai?,ticketing:smartcard_discount,THOUSAND_LIGHTS,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
गिंडी पर एनसीएमसी रूपे कार्ड ऑनलाइन कैसे बुक करें?,ticketing:whatsapp_ticketing,GUINDY,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
गवर्नमेंट एस्टेट पर टिकट ऑनलाइन कैसे बुक करें?,ticketing:whatsapp_ticketing,GOVERNMENT_ESTATE,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
saidapet me qr ticket discount kitna milta hai?,ticketing:smartcard_discount,SAIDAPET,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
ashok nagar to chennai egmore monthly pass price kya hai?,ticketing:ticket_price,ASHOK_NAGAR,ticketing,ASHOK_NAGAR,CHENNAI_EGMORE,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
वेलाचेरी पर बस का टिकट काउंटर कहाँ है?,ticketing:ticket_counter,VELACHERY,ticketing,,,bus,fare,False,hi,devanagari,template_combinatorial,train
क्या वडापलानी से अन्ना नगर जाने के लिए मासिक पास मिलता है?,ticketing:qr_ticket,VADAPALANI,ticketing,VADAPALANI,ANNA_NAGAR,,fare,False,hi,devanagari,template_combinatorial,train
kilpauk me token accept hota hai kya?,ticketing:ncmc_card,KILPAUK,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
शेनॉय नगर काउंटर से क्यूआर टिकट मिल सकता है क्या?,ticketing:ticket_counter,SHENOY_NAGAR,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
chennai airport to velachery metro pass price kya hai?,ticketing:ticket_price,CHENNAI_AIRPORT,ticketing,CHENNAI_AIRPORT,VELACHERY,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
vadapalani par qr ticket online booking kaise kare?,ticketing:qr_ticket,VADAPALANI,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
चेन्नई बीच पर सीजन पास का क्या नियम है?,ticketing:monthly_pass,CHENNAI_BEACH,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
तेनामपेट पर एनसीएमसी रूपे कार्ड का क्या नियम है?,ticketing:monthly_pass,TEYNAMPET,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
ताम्बरम पर व्हाट्सएप टिकट खो जाए तो कितना जुर्माना लगता है?,ticketing:penalty_lost,TAMBARAM,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
क्या नेहरू पार्क से चेन्नई एग्मोर जाने के लिए स्मार्ट कार्ड मिलता है?,ticketing:qr_ticket,NEHRU_PARK,ticketing,NEHRU_PARK,CHENNAI_EGMORE,,fare,False,hi,devanagari,template_combinatorial,train
कोयम्बेडु मार्केट पर सीजन पास पर कितने प्रतिशत की छूट मिलती है?,ticketing:smartcard_discount,KOYAMBEDU,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
kilpauk me ticket discount kitna milta hai?,ticketing:smartcard_discount,KILPAUK,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
क्या आलंदूर से एजी-डीएमएस जाने के लिए मेट्रो पास मिलता है?,ticketing:qr_ticket,ALANDUR,ticketing,ALANDUR,AG_DMS,,fare,False,hi,devanagari,template_combinatorial,train
हवाई अड्डा पर बस का टिकट काउंटर कहाँ है?,ticketing:ticket_counter,CHENNAI_AIRPORT,ticketing,,,bus,fare,False,hi,devanagari,template_combinatorial,train
lic par qr ticket online booking kaise kare?,ticketing:qr_ticket,LIC,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
आलंदूर पर व्हाट्सएप टिकट पर कितने प्रतिशत की छूट मिलती है?,ticketing:smartcard_discount,ALANDUR,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
मीनांबक्कम पर बस का टिकट काउंटर कहाँ है?,ticketing:ticket_counter,MEENAMBAKKAM,ticketing,,,bus,fare,False,hi,devanagari,template_combinatorial,train
st thomas mount par whatsapp ticket online booking kaise kare?,ticketing:qr_ticket,ST_THOMAS_MOUNT,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
high court to lic smart card price kya hai?,ticketing:ticket_price,HIGH_COURT,ticketing,HIGH_COURT,LIC,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
koyambedu me metro pass accept hota hai kya?,ticketing:ncmc_card,KOYAMBEDU,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
एलआईसी पर मेट्रो का टिकट काउंटर कहाँ है?,ticketing:ticket_counter,LIC,ticketing,,,metro,fare,False,hi,devanagari,template_combinatorial,train
koyambedu me qr ticket accept hota hai kya?,ticketing:ncmc_card,KOYAMBEDU,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
kilpauk par metro pass online booking kaise kare?,ticketing:qr_ticket,KILPAUK,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
t nagar me monthly pass accept hota hai kya?,ticketing:ncmc_card,NANDANAM,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
क्या थाउजेंड लाइट्स मेट्रो में सीजन पास चलता है?,ticketing:ncmc_card,THOUSAND_LIGHTS,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
thirumangalam me qr ticket accept hota hai kya?,ticketing:ncmc_card,THIRUMANGALAM,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
सेंट्रल काउंटर से टोकन मिल सकता है क्या?,ticketing:ticket_counter,CHENNAI_CENTRAL,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
किल्पॉक से कोयम्बेडु मार्केट तक टूरिस्ट पास का दाम क्या है?,ticketing:ticket_price,KILPAUK,ticketing,KILPAUK,KOYAMBEDU,,fare,False,hi,devanagari,template_combinatorial,train
गिंडी पर क्यूआर टिकट का क्या नियम है?,ticketing:monthly_pass,GUINDY,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
थाउजेंड लाइट्स पर स्मार्ट कार्ड पर कितने प्रतिशत की छूट मिलती है?,ticketing:smartcard_discount,THOUSAND_LIGHTS,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
what is the tourist pass cost from government estate to velachery?,ticketing:fare_english,GOVERNMENT_ESTATE,ticketing,GOVERNMENT_ESTATE,VELACHERY,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
कोयम्बेडु मार्केट पर स्मार्ट कार्ड ऑनलाइन कैसे बुक करें?,ticketing:whatsapp_ticketing,KOYAMBEDU,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
vadapalani par season pass online booking kaise kare?,ticketing:qr_ticket,VADAPALANI,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
thirumangalam par ticket online booking kaise kare?,ticketing:qr_ticket,THIRUMANGALAM,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
can i use token at vadapalani metro station?,ticketing:ncmc_card,VADAPALANI,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
what is the ncmc card cost from chennai airport to shenoy nagar?,ticketing:fare_english,CHENNAI_AIRPORT,ticketing,CHENNAI_AIRPORT,SHENOY_NAGAR,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
अशोक नगर पर ट्रेन का टिकट काउंटर कहाँ है?,ticketing:ticket_counter,ASHOK_NAGAR,ticketing,,,railway,fare,False,hi,devanagari,template_combinatorial,train
गिंडी पर स्मार्ट कार्ड पर कितने प्रतिशत की छूट मिलती है?,ticketing:smartcard_discount,GUINDY,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
tambaram me smart card cost kitna hai?,ticketing:monthly_pass,TAMBARAM,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
what is the season pass cost from alandur to cmbt?,ticketing:fare_english,ALANDUR,ticketing,ALANDUR,CMBT,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
हाई कोर्ट काउंटर से टिकट मिल सकता है क्या?,ticketing:ticket_counter,HIGH_COURT,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
वडापलानी पर बस का टिकट काउंटर कहाँ है?,ticketing:ticket_counter,VADAPALANI,ticketing,,,bus,fare,False,hi,devanagari,template_combinatorial,train
ag dms to government estate monthly pass price kya hai?,ticketing:ticket_price,AG_DMS,ticketing,AG_DMS,GOVERNMENT_ESTATE,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
lic to central tourist pass price kya hai?,ticketing:ticket_price,LIC,ticketing,LIC,CHENNAI_CENTRAL,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
क्या तिरुमंगलम से लिटिल माउंट के लिए स्मार्ट कार्ड खरीद सकते हैं?,ticketing:online_ticket,THIRUMANGALAM,ticketing,THIRUMANGALAM,LITTLE_MOUNT,,fare,False,hi,devanagari,template_combinatorial,train
क्या थाउजेंड लाइट्स से वडापलानी के लिए मासिक पास खरीद सकते हैं?,ticketing:online_ticket,THOUSAND_LIGHTS,ticketing,THOUSAND_LIGHTS,VADAPALANI,,fare,False,hi,devanagari,template_combinatorial,train
लिटिल माउंट पर एनसीएमसी रूपे कार्ड खो जाए तो कितना जुर्माना लगता है?,ticketing:penalty_lost,LITTLE_MOUNT,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
saidapet me monthly pass accept hota hai kya?,ticketing:ncmc_card,SAIDAPET,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
t nagar par smart card online booking kaise kare?,ticketing:qr_ticket,NANDANAM,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
central railway station par smart card online booking kaise kare?,ticketing:qr_ticket,CHENNAI_CENTRAL,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
shenoy nagar par whatsapp ticket online booking kaise kare?,ticketing:qr_ticket,SHENOY_NAGAR,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
गिंडी पर सीजन पास खो जाए तो कितना जुर्माना लगता है?,ticketing:penalty_lost,GUINDY,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
lic to cmbt ticket price kya hai?,ticketing:ticket_price,LIC,ticketing,LIC,CMBT,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
little mount par smart card online booking kaise kare?,ticketing:qr_ticket,LITTLE_MOUNT,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
koyambedu par qr ticket online booking kaise kare?,ticketing:qr_ticket,KOYAMBEDU,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
क्या एजी-डीएमएस से आलंदूर के लिए एनसीएमसी रूपे कार्ड खरीद सकते हैं?,ticketing:online_ticket,AG_DMS,ticketing,AG_DMS,ALANDUR,,fare,False,hi,devanagari,template_combinatorial,train
shenoy nagar to ashok nagar metro pass price kya hai?,ticketing:ticket_price,SHENOY_NAGAR,ticketing,SHENOY_NAGAR,ASHOK_NAGAR,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
तेनामपेट पर व्हाट्सएप टिकट खो जाए तो कितना जुर्माना लगता है?,ticketing:penalty_lost,TEYNAMPET,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
thirumangalam par monthly pass online booking kaise kare?,ticketing:qr_ticket,THIRUMANGALAM,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
किल्पॉक से एग्मोर तक मासिक पास का दाम क्या है?,ticketing:ticket_price,KILPAUK,ticketing,KILPAUK,CHENNAI_EGMORE,,fare,False,hi,devanagari,template_combinatorial,train
can i use monthly pass at thirumangalam metro station?,ticketing:ncmc_card,THIRUMANGALAM,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
चेन्नई बीच से तिरुमंगलम तक एनसीएमसी रूपे कार्ड का दाम क्या है?,ticketing:ticket_price,CHENNAI_BEACH,ticketing,CHENNAI_BEACH,THIRUMANGALAM,,fare,False,hi,devanagari,template_combinatorial,train
what is the qr ticket cost from government estate to t nagar?,ticketing:fare_english,GOVERNMENT_ESTATE,ticketing,GOVERNMENT_ESTATE,NANDANAM,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
क्या एयरपोर्ट मेट्रो में व्हाट्सएप टिकट चलता है?,ticketing:ncmc_card,CHENNAI_AIRPORT,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
nandanam me tourist pass discount kitna milta hai?,ticketing:smartcard_discount,NANDANAM,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
what is the smart card cost from cmbt to guindy?,ticketing:fare_english,CMBT,ticketing,CMBT,GUINDY,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
एलआईसी से एग्मोर तक क्यूआर टिकट का दाम क्या है?,ticketing:ticket_price,LIC,ticketing,LIC,CHENNAI_EGMORE,,fare,False,hi,devanagari,template_combinatorial,train
can i use token at lic metro station?,ticketing:ncmc_card,LIC,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
velachery to st thomas mount tourist pass price kya hai?,ticketing:ticket_price,VELACHERY,ticketing,VELACHERY,ST_THOMAS_MOUNT,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
मीनांबक्कम पर टिकट पर कितने प्रतिशत की छूट मिलती है?,ticketing:smartcard_discount,MEENAMBAKKAM,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
क्या गवर्नमेंट एस्टेट मेट्रो में मेट्रो पास चलता है?,ticketing:ncmc_card,GOVERNMENT_ESTATE,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
egmore to guindy metro pass price kya hai?,ticketing:ticket_price,CHENNAI_EGMORE,ticketing,CHENNAI_EGMORE,GUINDY,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
ashok nagar me qr ticket accept hota hai kya?,ticketing:ncmc_card,ASHOK_NAGAR,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
nandanam me metro pass accept hota hai kya?,ticketing:ncmc_card,NANDANAM,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
chennai egmore par qr ticket online booking kaise kare?,ticketing:qr_ticket,CHENNAI_EGMORE,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
airport me whatsapp ticket cost kitna hai?,ticketing:monthly_pass,CHENNAI_AIRPORT,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
nandanam me season pass discount kitna milta hai?,ticketing:smartcard_discount,NANDANAM,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
can i use ncmc card at koyambedu metro station?,ticketing:ncmc_card,KOYAMBEDU,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
सैदापेट पर टिकट का क्या नियम है?,ticketing:monthly_pass,SAIDAPET,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
वेलाचेरी पर स्मार्ट कार्ड ऑनलाइन कैसे बुक करें?,ticketing:whatsapp_ticketing,VELACHERY,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
क्या लिटिल माउंट मेट्रो में क्यूआर टिकट चलता है?,ticketing:ncmc_card,LITTLE_MOUNT,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
little mount me token discount kitna milta hai?,ticketing:smartcard_discount,LITTLE_MOUNT,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
चेन्नई एग्मोर से थाउजेंड लाइट्स तक स्मार्ट कार्ड का दाम क्या है?,ticketing:ticket_price,CHENNAI_EGMORE,ticketing,CHENNAI_EGMORE,THOUSAND_LIGHTS,,fare,False,hi,devanagari,template_combinatorial,train
can i use monthly pass at nandanam metro station?,ticketing:ncmc_card,NANDANAM,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
what is the smart card cost from alandur to vadapalani?,ticketing:fare_english,ALANDUR,ticketing,ALANDUR,VADAPALANI,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
वेलाचेरी पर सीजन पास का क्या नियम है?,ticketing:monthly_pass,VELACHERY,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
chennai airport to central token price kya hai?,ticketing:ticket_price,CHENNAI_AIRPORT,ticketing,CHENNAI_AIRPORT,CHENNAI_CENTRAL,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
सेंट्रल रेलवे स्टेशन काउंटर से व्हाट्सएप टिकट मिल सकता है क्या?,ticketing:ticket_counter,CHENNAI_CENTRAL,ticketing,,,,fare,False,hi,devanagari,template_combinatorial,train
what is the qr ticket cost from thirumangalam to thousand lights?,ticketing:fare_english,THIRUMANGALAM,ticketing,THIRUMANGALAM,THOUSAND_LIGHTS,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
क्या लिटिल माउंट से एयरपोर्ट जाने के लिए क्यूआर टिकट मिलता है?,ticketing:qr_ticket,LITTLE_MOUNT,ticketing,LITTLE_MOUNT,CHENNAI_AIRPORT,,fare,False,hi,devanagari,template_combinatorial,train
ag dms me monthly pass accept hota hai kya?,ticketing:ncmc_card,AG_DMS,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
ashok nagar par qr ticket online booking kaise kare?,ticketing:qr_ticket,ASHOK_NAGAR,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
alandur me ncmc card cost kitna hai?,ticketing:monthly_pass,ALANDUR,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
ashok nagar me monthly pass discount kitna milta hai?,ticketing:smartcard_discount,ASHOK_NAGAR,ticketing,,,,fare,False,hinglish,latin_hinglish,template_combinatorial,train
चेन्नई में आज भारी बारिश का अलर्ट है क्या? जल्दी बताओ,out_of_scope:rain_alert,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
तुम कौन हो और क्या काम कर सकते हो?,out_of_scope:bot_identity,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
who are you and what can you do? details please,out_of_scope:bot_identity,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
चेन्नई में आज भारी बारिश का अलर्ट है क्या? क्या आप जानते हैं?,out_of_scope:rain_alert,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
flight status for chennai airport today? batao jaldi,out_of_scope:flight_live,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
chennai me cinema hall me konsi movie lagi hai? can you tell?,out_of_scope:cinema_movie,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
कृपया मुझे एक चुटकुला सुनाइए जल्दी बताओ,out_of_scope:joke_chitchat,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
chennai me cinema hall me konsi movie lagi hai? please,out_of_scope:cinema_movie,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
गूगल के सीईओ कौन हैं? जल्दी बताओ,out_of_scope:gk_ceo,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
भारत की राजधानी क्या है?,out_of_scope:general_knowledge,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
nearby best restaurants and cafes? batao jaldi,out_of_scope:food_query,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
भारत की राजधानी क्या है? जानकारी चाहिए,out_of_scope:general_knowledge,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
chennai me cinema hall me konsi movie lagi hai? batao jaldi,out_of_scope:cinema_movie,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
कृपया मुझे एक चुटकुला सुनाइए जी,out_of_scope:joke_chitchat,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
nearby best restaurants and cafes? please,out_of_scope:food_query,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
chennai me cinema hall me konsi movie lagi hai? details please,out_of_scope:cinema_movie,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
भारत की राजधानी क्या है? क्या आप जानते हैं?,out_of_scope:general_knowledge,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
कृपया मुझे एक चुटकुला सुनाइए,out_of_scope:joke_chitchat,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
चेन्नई में आज भारी बारिश का अलर्ट है क्या?,out_of_scope:rain_alert,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
book a cab or ola uber taxi,out_of_scope:taxi_cab,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
flight status for chennai airport today? details please,out_of_scope:flight_live,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
मुझे पास का अच्छा रेस्टोरेंट बताइए क्या आप जानते हैं?,out_of_scope:food_query,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
book a cab or ola uber taxi details please,out_of_scope:taxi_cab,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
कृपया मुझे एक चुटकुला सुनाइए जानकारी चाहिए,out_of_scope:joke_chitchat,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
गूगल के सीईओ कौन हैं? जी,out_of_scope:gk_ceo,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
चेन्नई में आज भारी बारिश का अलर्ट है क्या? कृपया बताइए,out_of_scope:rain_alert,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
मरीना बीच के पास कोई अच्छा होटल बताइए क्या आप जानते हैं?,out_of_scope:hotel_stay,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
आज शेयर बाज़ार में क्या चल रहा है? जी,out_of_scope:finance_market,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
tell me a joke please,out_of_scope:joke_chitchat,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
tell me a joke,out_of_scope:joke_chitchat,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
train live running status kahan pahuchi? details please,out_of_scope:live_status_train,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
सिनेमा हॉल में कौन सी नई फिल्म लगी है? जी,out_of_scope:cinema_movie,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
आज शेयर बाज़ार में क्या चल रहा है? जानकारी चाहिए,out_of_scope:finance_market,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
हवाई जहाज की फ्लाइट की लाइव स्थिति बताइए जानकारी चाहिए,out_of_scope:flight_live,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
nearby best restaurants and cafes? can you tell?,out_of_scope:food_query,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
टैक्सी बुक करने का कोई नंबर बताइए जानकारी चाहिए,out_of_scope:taxi_cab,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
हवाई जहाज की फ्लाइट की लाइव स्थिति बताइए जी,out_of_scope:flight_live,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
"मुझे भूख लगी है, पास में खाना कहाँ मिलेगा? जानकारी चाहिए",out_of_scope:hunger_food,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
train live running status kahan pahuchi? can you tell?,out_of_scope:live_status_train,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
टैक्सी बुक करने का कोई नंबर बताइए जी,out_of_scope:taxi_cab,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
आज शेयर बाज़ार में क्या चल रहा है? क्या आप जानते हैं?,out_of_scope:finance_market,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
who are you and what can you do?,out_of_scope:bot_identity,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
मरीना बीच के पास कोई अच्छा होटल बताइए जी,out_of_scope:hotel_stay,,out_of_scope,,,,,False,hi,devanagari,template_combinatorial,train
book a cab or ola uber taxi please,out_of_scope:taxi_cab,,out_of_scope,,,,,False,hinglish,latin_hinglish,template_combinatorial,train
