annotation_id,taxonomy,query,reference_primary,model_primary,reference_acceptable,model_acceptable,reference_clarification,model_clarification,model_clarification_reasons,model_brief_justification,disagreement_flags,disagreement_score
ANN_B2_171,T3,is thr a drct bs or trn frm chpk to bch,mode_availability,mode_availability,mode_availability,mode_availability|point_to_point_route,False,False,,"The user is querying whether direct bus or train service operates between Chepauk ('chpk') and Beach ('bch'). Under Boundary Rule 3.4, binary inquiries checking transit existence or direct operational service on a corridor map primarily to mode_availability, with point_to_point_route as an acceptable secondary interpretation for journey planning.",acceptable_set_mismatch,1
ANN_B2_175,T3,Beach bus schedule or ruote?,scheduled_departure,,point_to_point_route|route_stop_sequence|scheduled_departure,point_to_point_route|route_stop_sequence|scheduled_departure,True,True,intent_ambiguity,"The utterance presents an explicit disjunctive query ('schedule or ruote?') concerning a bus to/at Beach, creating genuine semantic ambiguity between requesting departure timetables (scheduled_departure), journey planning directions (point_to_point_route), or the bus route alignment/stop sequence (route_stop_sequence). Since no single intent is definitively expressed, primary_label is null and clarification is required.",primary_mismatch,1
ANN_B2_176,T3,570 to siruseri,route_stop_membership,route_stop_membership,route_stop_membership,point_to_point_route|route_stop_membership|scheduled_departure,False,True,intent_ambiguity,"The telegraphic query specifies a designated bus route ('570') and an individual destination halt ('siruseri'), most directly inquiring whether route 570 serves or halts at Siruseri (route_stop_membership). Because it lacks an explicit verb or interrogative marker, confirmation is required as it could also plausibly express a journey request to Siruseri (point_to_point_route) or a timetable inquiry (scheduled_departure).",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_178,T3,चन्नई बच स मट्रो,point_to_point_route,,mode_availability|point_to_point_route|scheduled_departure,mode_availability|nearest_transport|point_to_point_route,True,True,intent_ambiguity,"The utterance 'चन्नई बच स मट्रो' (Chennai Beach se metro) is an underspecified keyword fragment lacking a verb or question particle. It is semantically indeterminate between inquiring if metro service operates from Chennai Beach (mode_availability), seeking route directions from Chennai Beach via or to metro (point_to_point_route), or locating the nearest metro station from Chennai Beach (nearest_transport). With no single primary label defensible, clarification is required due to intent ambiguity.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_184,T3,102 to broadway ,route_stop_membership,,route_stop_membership,point_to_point_route|route_stop_membership|route_stop_sequence|scheduled_departure,False,True,intent_ambiguity,"The utterance '102 to broadway' provides a route identifier ('102') and a destination ('broadway') without an explicit predicate or interrogative framing. It is semantically indeterminate between inquiring whether route 102 serves Broadway (route_stop_membership), requesting departure schedules/timetables for the service (scheduled_departure), requesting the route's stop sequence (route_stop_sequence), or seeking journey routing (point_to_point_route). Under Section 4 guidelines, genuine intent ambiguity with no single defensible primary label requires setting primary_label to null and requesting clarification.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_185,T3,can i use chennai metro smart card for discount on washermenpet to airport journey,ticketing_and_passes,ticketing_and_passes,ticketing_and_passes,fare_calculation|ticketing_and_passes,False,False,,"The inquiry specifically asks about smart card discount rules and concession policies, which falls squarely under ticketing_and_passes. Because it references discount applicability for a specific origin-destination journey, fare_calculation is included as an acceptable secondary interpretation.",acceptable_set_mismatch,1
ANN_B2_186,T3,rout 19B,route_stop_sequence,route_stop_sequence,mode_availability|route_stop_sequence|scheduled_departure,route_stop_sequence,True,False,,"The query 'rout 19B' is a keyword inquiry containing the route designator '19B' and 'rout' (route). It directly expresses an inquiry regarding the corridor and stop sequence of a designated transit service, which maps to route_stop_sequence under the T3 taxonomy. No temporal, fare, or specific stop membership dimensions are expressed.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_196,T3,tmbrm lcl 1845,scheduled_departure,,scheduled_departure,mode_availability|point_to_point_route|scheduled_departure,False,True,intent_ambiguity,"The query 'tmbrm lcl 1845' is an underspecified keyword string comprising a station entity ('tmbrm' / Tambaram), a mode ('lcl' / suburban local train), and a timestamp ('1845' / 18:45) without verbs or directional markers. Per Section 4.2 guidelines on genuine semantic ambiguity (analogous to '8 baje train?'), the expressed meaning is semantically indeterminate between querying scheduled timetable departure times (scheduled_departure), verifying whether a service operates at that time (mode_availability), and point-to-point journey planning (point_to_point_route). Following Section 4.1, no single primary label is defensible, so primary_label is set to null with clarification required.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_199,T3,102 to siruseri,route_stop_membership,,route_stop_membership,point_to_point_route|route_stop_membership,False,True,intent_ambiguity,"The utterance '102 to siruseri' contains only a route number ('102') and a destination halt ('siruseri') without any predicate or functional intent marker. It exhibits genuine semantic ambiguity between checking whether route 102 serves Siruseri (route_stop_membership) and requesting journey directions to Siruseri via route 102 with an omitted origin (point_to_point_route). Because neither intent is uniquely expressed in the surface text, no single primary label is defensible without clarification.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_200,T3,570 to kyoambedu,route_stop_membership,,route_stop_membership,point_to_point_route|route_stop_membership|scheduled_departure,False,True,intent_ambiguity,"The query '570 to kyoambedu' is an underspecified telegraphese utterance containing only a bus route identifier (570) and a destination stop (Koyambedu) without any functional verb or question marker. It is semantically indeterminate between verifying if route 570 halts at Koyambedu (route_stop_membership), requesting scheduled timetable departures for 570 towards Koyambedu (scheduled_departure), and requesting journey route guidance to Koyambedu using 570 (point_to_point_route). Under Section 4.1 and 4.2 of the guidelines, no single primary label is defensible, requiring primary_label to be null and clarification_required to be true.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_201,T3,Kilpauk bus schedule or rout,scheduled_departure,,point_to_point_route|route_stop_sequence|scheduled_departure,point_to_point_route|scheduled_departure,True,True,intent_ambiguity|missing_slot,"The query presents an explicit disjunction between seeking a bus timetable ('schedule' -> scheduled_departure) and transit navigation/routing ('rout' -> point_to_point_route). Because neither intent is prioritized and essential parameters (origin/destination or bus route number) are missing, the query is genuinely ambiguous and requires clarification.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_202,T3,क्या गिंडी से आलंदूर यात्रा पर स्मार्ट कार्ड से डिस्काउंट मिलता है?,ticketing_and_passes,ticketing_and_passes,ticketing_and_passes,fare_calculation|ticketing_and_passes,False,False,,"The user is inquiring about smart card concession/discount policies for travel between Guindy and Alandur, which falls under ticketing and pass policies (ticketing_and_passes), with fare calculation being an acceptable secondary interpretation as it pertains to discounted fares.",acceptable_set_mismatch,1
ANN_B2_206,T3,Central to anywhere metro?,point_to_point_route,,mode_availability|point_to_point_route|route_stop_sequence,mode_availability|point_to_point_route,True,True,intent_ambiguity|missing_slot,The telegraphic query 'Central to anywhere metro?' is semantically ambiguous between verifying whether metro service operates from Central (mode_availability) and requesting journey planning from Central without a defined destination (point_to_point_route with an underspecified destination slot).,primary_mismatch|acceptable_set_mismatch,2
ANN_B2_210,T3,green line metro halts from tambaram to st thomas mount,route_stop_sequence,route_stop_sequence,route_stop_sequence,point_to_point_route|route_stop_sequence,False,False,,"The commuter specifically asks for 'halts' (stations/stops) along the Green Line Metro corridor between Tambaram and St Thomas Mount, which directly expresses a request for a route stop sequence. Because an origin and destination pair is provided, point_to_point_route is included as a secondary acceptable interpretation.",acceptable_set_mismatch,1
ANN_B2_211,T3,Route 29C?,route_stop_sequence,,mode_availability|route_stop_sequence|scheduled_departure,mode_availability|route_stop_sequence|scheduled_departure,True,True,intent_ambiguity,"The utterance 'Route 29C?' specifies only a route identifier without an expressed verb or inquiry goal. It exhibits genuine semantic ambiguity between seeking the stop sequence or route alignment (route_stop_sequence), scheduled timetable timings (scheduled_departure), or operational service availability (mode_availability).",primary_mismatch,1
ANN_B2_213,T3,Adyar से next train kab hai?,scheduled_departure,scheduled_departure,first_and_last_service|mode_availability|scheduled_departure,scheduled_departure,True,True,missing_slot,"The commuter is inquiring about the timing of the next departure ('next train kab hai?'), which corresponds directly to scheduled_departure (next timetable run). Clarification is required due to execution incompleteness as the destination or direction of travel is unspecified (missing_slot).",acceptable_set_mismatch,1
ANN_B2_215,T3,Guindy to anywhere mtero?,point_to_point_route,,mode_availability|point_to_point_route|route_stop_sequence,mode_availability|point_to_point_route,True,True,intent_ambiguity|missing_slot,"The utterance 'Guindy to anywhere mtero?' exhibits genuine semantic ambiguity between an inquiry checking whether metro service exists/operates out of Guindy ('mode_availability') and an underspecified journey planning query departing Guindy lacking a concrete destination ('point_to_point_route' with a missing destination slot). Because neither intent is uniquely defensible from the surface text alone, primary_label is null and clarification is required.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_223,T3,अन्ना नगर टावर से मेट्रो?,point_to_point_route,,mode_availability|point_to_point_route|scheduled_departure,mode_availability|point_to_point_route|scheduled_departure,True,True,intent_ambiguity,"The query 'अन्ना नगर टावर से मेट्रो?' ('Metro from Anna Nagar Tower?') is highly underspecified and lacks an explicit verb or question particle. It is semantically indeterminate between inquiring whether metro service operates from this station/location (mode_availability), seeking transit routing from this origin (point_to_point_route), or asking for scheduled departure timings (scheduled_departure). Under Sections 4.1 and 4.2 of the guidelines, genuine intent ambiguity without a single defensible primary interpretation requires setting primary_label to null and clarification_required to true.",primary_mismatch,1
ANN_B2_224,T3,कहाँ से अडयार जाऊं?,point_to_point_route,point_to_point_route,mode_availability|point_to_point_route,point_to_point_route,True,True,missing_slot,"The user is seeking route/journey planning directions to Adyar ('कहाँ से अडयार जाऊं?' translates to 'From where should I go to Adyar?'). The routing intent is unambiguous (point_to_point_route), but execution is incomplete because the origin location/station is missing.",acceptable_set_mismatch,1
ANN_B2_226,T3,whr do i nd to chng lns whn trvlng frm hgh crt to st thms mnt,interchange_transfer,interchange_transfer,interchange_transfer,interchange_transfer|point_to_point_route,False,False,,"The commuter is specifically asking where to change transit lines while traveling between High Court and St. Thomas Mount, which directly targets interchange and line-transfer logistics.",acceptable_set_mismatch,1
ANN_B2_227,T3,19B to siruseri,route_stop_membership,,route_stop_membership,point_to_point_route|route_stop_membership|scheduled_departure,False,True,intent_ambiguity,"The utterance '19B to siruseri' is an underspecified fragment consisting only of a transit route identifier ('19B') and a destination/stop ('siruseri') without a governing verb or interrogative marker. It is semantically indeterminate among checking whether route 19B halts at Siruseri (route_stop_membership), inquiring about departure times/schedules for 19B towards Siruseri (scheduled_departure), and seeking routing/journey guidance to Siruseri via 19B (point_to_point_route). Under Section 4.1 and 4.2 of the Gate B.3 guidelines, when no single primary label is defensible due to genuine intent ambiguity, primary_label is set to null with clarification_required marked true.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_228,T3,19B to t naga,route_stop_membership,route_stop_membership,route_stop_membership,point_to_point_route|route_stop_membership|scheduled_departure,False,True,intent_ambiguity,"The query pairs a specific transit route ('19B') with a target location ('t naga' / T. Nagar). In commuter transit discourse, pairing a route identifier with a stop primarily inquires whether the designated route serves or connects to that halt (route_stop_membership). However, because the surface form is telegraphic and lacks an explicit verb phrase, it is semantically underspecified and could alternatively express a request for trip routing (point_to_point_route) or timetable departures (scheduled_departure), warranting clarification.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_229,T3,Is Broadway station open right now?,mode_availability,first_and_last_service,first_and_last_service|mode_availability|scheduled_departure,first_and_last_service|realtime_status_query,True,False,,"The commuter asks whether Broadway station is open right now. Inquiries regarding station opening, closing, or service operating limits are categorized under first_and_last_service. Per Boundary Rule 3.6, temporal phrases like 'right now' do not alone imply realtime unless dynamic tracking (GPS, active delay/disruption, crowding) is explicitly demanded. However, realtime_status_query is included as an acceptable secondary candidate in case the user intended to check live operational disruption status.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_233,T3,Beach to anywhere mtro,point_to_point_route,point_to_point_route,mode_availability|point_to_point_route|route_stop_sequence,point_to_point_route,True,True,missing_slot,"The utterance expresses a journey planning request from Beach via metro. While the intent is unambiguously point_to_point_route, the destination is unspecified ('anywhere'), representing an execution incompleteness (missing slot) that requires clarification.",acceptable_set_mismatch,1
ANN_B2_235,T3,erport midnight train,first_and_last_service,,first_and_last_service,first_and_last_service|mode_availability|point_to_point_route|scheduled_departure,False,True,intent_ambiguity,"The telegraphic query 'erport midnight train' provides an entity/location ('erport'), a time indicator ('midnight'), and a transit mode ('train') without any verb or question marker. It is semantically indeterminate between requesting a scheduled timetable departure around midnight (scheduled_departure), inquiring about late-night operating limits/last service (first_and_last_service), checking whether trains run at midnight (mode_availability), or seeking journey routing (point_to_point_route). Under Section 4.1 and 4.2 of the T3 guidelines, such underspecified inquiries represent genuine semantic ambiguity requiring clarification, with primary_label set to null.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_238,T3,what is the schdld dprtr time from thrmnglm arnd 0900,scheduled_departure,scheduled_departure,scheduled_departure,scheduled_departure,False,True,missing_slot,"The commuter specifically asks for the scheduled departure time around 09:00 from Thirumangalam ('schdld dprtr time from thrmnglm arnd 0900'), which directly maps to scheduled_departure. The semantic intent is clear and refers to static timetable information rather than real-time tracking, but it lacks the destination or route/mode slot to execute a specific timetable lookup.",clarification_mismatch,1
ANN_B2_239,T3,Avadi bus schedule or route?,scheduled_departure,,point_to_point_route|route_stop_sequence|scheduled_departure,point_to_point_route|scheduled_departure,True,True,intent_ambiguity,"The utterance presents an explicit disjunction ('schedule or route?') between seeking scheduled timetable departure times ('scheduled_departure') and journey planning directions to Avadi ('point_to_point_route'). Because neither candidate intent is uniquely primary or defensible over the other, primary_label is set to null with clarification required due to intent ambiguity.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_241,T3,vlchry स next trn kab hai,scheduled_departure,scheduled_departure,first_and_last_service|mode_availability|scheduled_departure,scheduled_departure,True,False,,"The user inquiry ('vlchry स next trn kab hai' / 'When is the next train from Velachery?') explicitly asks for the scheduled timetable departure of the upcoming service from a specified origin station. Under the T3 taxonomy, queries requesting departure times for the next timetable run map directly to 'scheduled_departure'. Furthermore, per Boundary Rule 3.6, relative temporal terms such as 'next' seek scheduled timetable information and do not qualify as 'realtime_status_query' in the absence of explicit demands for dynamic live tracking (e.g., live GPS, delays, or crowding).",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_242,T3,route a1,route_stop_sequence,route_stop_sequence,mode_availability|route_stop_sequence|scheduled_departure,route_stop_sequence,True,False,,"The user query 'route a1' specifies a designated transit route identifier ('a1') alongside the explicit keyword 'route'. Under the T3 taxonomy, an inquiry targeting a designated route without specifying individual stop membership, timetable departures, or fare details directly expresses an intent to view the route's alignment or stop sequence ('route_stop_sequence').",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_249,T3,vdpln to cntrl rt me ln chng khn krn hg,interchange_transfer,interchange_transfer,interchange_transfer,interchange_transfer|point_to_point_route,False,False,,"The user specifically inquires where to execute a line transfer ('ln chng khn krn hg' / line change kahan karna hoga) along the Vadapalani to Central route ('vdpln to cntrl rt me'), making interchange_transfer the primary intent. point_to_point_route is included as a secondary acceptable interpretation due to the specified origin-destination corridor context.",acceptable_set_mismatch,1
ANN_B2_255,T3,Thiruvanmiyur से next train kab hai?,scheduled_departure,scheduled_departure,first_and_last_service|mode_availability|scheduled_departure,scheduled_departure,True,True,missing_slot,"The user is inquiring about the next scheduled train departure time ('next train kab hai') from Thiruvanmiyur, which falls under scheduled_departure ('next timetable run'). While the intent is clear, the destination or direction of travel is omitted, requiring clarification for missing_slot.",acceptable_set_mismatch,1
ANN_B2_258,T3,Washermenpet bus schedule or route?,scheduled_departure,,point_to_point_route|route_stop_sequence|scheduled_departure,point_to_point_route|route_stop_sequence|scheduled_departure,True,True,intent_ambiguity|multiple_goals|missing_slot,"The utterance presents a disjunction between two distinct transit inquiries ('schedule or route?'), creating genuine intent ambiguity across timetable schedules (scheduled_departure) and routing (point_to_point_route or route_stop_sequence), while also omitting essential origin, destination, or route-number slots.",primary_mismatch,1
ANN_B2_259,T3,आलंदूर स्टेशन कि जानकारी,interchange_transfer,,interchange_transfer|station_accessibility|station_facilities,interchange_transfer|scheduled_departure|station_facilities,True,True,intent_ambiguity,"The Hindi query 'आलंदूर स्टेशन कि जानकारी' ('Alandur station information') is an underspecified inquiry requesting general information about Alandur station without indicating a specific functional operation. It is semantically indeterminate between passenger amenities/facilities ('station_facilities'), line interchange and transfer details at this junction hub ('interchange_transfer'), and train timetable timings ('scheduled_departure'). In accordance with Section 4.1 on genuine semantic ambiguity, no single primary label is defensible without forcing an assumption.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_261,T3,Chromepet bus schedule or route?,scheduled_departure,,point_to_point_route|route_stop_sequence|scheduled_departure,point_to_point_route|scheduled_departure,True,True,intent_ambiguity,"The commuter query presents an explicit disjunction ('schedule or route?') between requesting scheduled departure timetable timings (scheduled_departure) and journey route planning (point_to_point_route). Because neither intent takes precedence from the surface text, the query exhibits genuine semantic ambiguity; primary_label is set to null, both candidates are listed in acceptable_labels, and clarification is required.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_262,T3,anna nagar tower bus schedule or route,scheduled_departure,,point_to_point_route|route_stop_sequence|scheduled_departure,point_to_point_route|scheduled_departure,True,True,intent_ambiguity,"The query presents an explicit disjunction ('bus schedule or route') for Anna Nagar Tower, creating genuine semantic ambiguity between querying timetable departures (scheduled_departure) and journey planning (point_to_point_route). Because neither interpretation takes precedence, primary_label is null and clarification is required.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_265,T3,guindy morning first,first_and_last_service,first_and_last_service,first_and_last_service,first_and_last_service,False,True,missing_slot,"The utterance 'guindy morning first' targets the earliest operating boundary limit for services departing from Guindy, which maps unambiguously to first_and_last_service. However, it lacks destination, transit line, or mode information necessary to look up the exact service, representing execution incompleteness (missing_slot).",clarification_mismatch,1
ANN_B2_267,T3,kymbd se mrnng me phl intrcty bus kab nklg,first_and_last_service,first_and_last_service,first_and_last_service,first_and_last_service|scheduled_departure,False,False,,"The user is asking when the first intercity bus departs from Koyambedu in the morning ('kymbd se mrnng me phl intrcty bus kab nklg'). Under T3 boundary rules, inquiries targeting early morning or opening service limits specifically map to 'first_and_last_service'. As it inquires about scheduled departure timing ('kab nklg'), 'scheduled_departure' is a plausible secondary interpretation.",acceptable_set_mismatch,1
ANN_B2_269,T3,29C to san thom,route_stop_membership,route_stop_membership,route_stop_membership,point_to_point_route|route_stop_membership,False,False,,"The utterance pairs a designated bus route ('29C') with an individual halt ('san thom'), functioning as an elliptical inquiry asking whether route 29C serves or goes to San Thom (route_stop_membership). It can secondarily be interpreted as a terse journey planning query seeking transit to San Thom via route 29C (point_to_point_route).",acceptable_set_mismatch,1
ANN_B2_271,T3,कहाँ से एग्मोर जाऊं?,point_to_point_route,point_to_point_route,mode_availability|point_to_point_route,point_to_point_route,True,True,missing_slot,"The commuter is asking for directions/routing to Egmore ('कहाँ से एग्मोर जाऊं?'), which expresses a journey planning intent (point_to_point_route). The origin location is unspecified, representing an execution incompleteness (missing_slot) that requires clarification.",acceptable_set_mismatch,1
ANN_B2_273,T3,central 8:30 am,scheduled_departure,,scheduled_departure,point_to_point_route|scheduled_departure,False,True,intent_ambiguity|missing_slot,"The utterance 'central 8:30 am' consists only of a location entity ('central') and a timestamp ('8:30 am') without any syntactic structure, directional prepositions, or intent verbs. It is genuinely ambiguous between requesting timetable departures around 8:30 AM at Central (scheduled_departure) and requesting journey routing starting or ending at Central at 8:30 AM (point_to_point_route), with essential origin/destination and mode slots also missing.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_278,T3,Mambalam bus schedule or route?,scheduled_departure,,point_to_point_route|route_stop_sequence|scheduled_departure,point_to_point_route|scheduled_departure,True,True,intent_ambiguity,"The query presents an explicit disjunction ('schedule or route?'), resulting in genuine semantic ambiguity between requesting timetable departure timings (scheduled_departure) and route journey planning (point_to_point_route). Neither intent can be definitively prioritized without clarification.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_281,T3,Anna Nagar Tower se Central badalna kahan padega?,interchange_transfer,interchange_transfer,interchange_transfer,interchange_transfer|point_to_point_route,False,False,,"The commuter provides an origin (Anna Nagar Tower) and destination (Central) and specifically asks 'badalna kahan padega?' ('where will I have to change/transfer?'). The primary expressed intent focuses directly on line/mode interchange logistics, mapping to interchange_transfer. Because the query is framed within an origin-destination journey context, point_to_point_route is a plausible secondary candidate.",acceptable_set_mismatch,1
ANN_B2_282,T3,A1 to war memorial,route_stop_membership,,route_stop_membership,point_to_point_route|route_stop_membership,False,True,intent_ambiguity,"The telegraphic query 'A1 to war memorial' lacks functional verbs or question framing. It is semantically indeterminate between checking whether bus route A1 serves War Memorial as a stop (route_stop_membership) and requesting point-to-point journey directions to War Memorial from A1 / using A1 (point_to_point_route). Under neutral semantic judgment, neither intent is exclusively defensible without clarification.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_283,T3,Route 23C?,route_stop_sequence,,mode_availability|route_stop_sequence|scheduled_departure,mode_availability|route_stop_sequence|scheduled_departure,True,True,intent_ambiguity,"The query 'Route 23C?' mentions only the route/service identifier with a question mark, lacking an action verb, question word, or specific information goal. It is semantically indeterminate between seeking the route stop sequence/alignment (route_stop_sequence), timetable/departure timings (scheduled_departure), or operational existence/service status (mode_availability). Under the Gate B.3 ambiguity policy, genuine intent ambiguity with no single defensible primary label requires primary_label to be null with clarification_required set to true.",primary_mismatch,1
ANN_B2_286,T3,agar metro smart card se travel kare to token ke comparison me kitna discount milta hai?,ticketing_and_passes,ticketing_and_passes,ticketing_and_passes,fare_calculation|ticketing_and_passes,False,False,,"The commuter inquires about the general discount or concession policy applicable to metro smart card usage versus tokens. This directly maps to ticketing rules and concession policies (ticketing_and_passes), with fare_calculation as an acceptable secondary interpretation related to ticket pricing structure.",acceptable_set_mismatch,1
ANN_B2_288,T3,Is Central station open right now?,mode_availability,first_and_last_service,first_and_last_service|mode_availability|scheduled_departure,first_and_last_service|realtime_status_query,True,False,,"The inquiry asks whether Central station is open at the present moment, which primarily targets opening and closing operating limits (first_and_last_service). Under Rule 3.6, temporal phrases like 'right now' do not alone mandate realtime_status_query unless dynamic tracking or active disruption is explicitly sought; nonetheless, realtime_status_query remains an acceptable secondary candidate if interpreted as a live operational status check.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_294,T3,kymbd se alndr drct srvc hai ya chg,mode_availability,mode_availability,mode_availability,mode_availability|point_to_point_route,False,False,,"The user inquires whether a direct service operates between Koyambedu ('kymbd') and Alandur ('alndr') or if a transfer/change ('chg') is needed. This directly checks direct transit operation on a corridor under mode_availability, with point_to_point_route as a plausible secondary routing interpretation.",acceptable_set_mismatch,1
ANN_B2_295,T3,green line metro halts from vadapalani to st thomas mount,route_stop_sequence,route_stop_sequence,route_stop_sequence,point_to_point_route|route_stop_sequence,False,False,,"The commuter is asking for the sequence of halts (stations) along the Green Line metro corridor between Vadapalani and St Thomas Mount. The primary intent is route_stop_sequence, with point_to_point_route representing a plausible secondary interpretation due to the origin-destination framing.",acceptable_set_mismatch,1
ANN_B2_296,T3,Beach se tambrum,point_to_point_route,point_to_point_route,mode_availability|point_to_point_route|scheduled_departure,point_to_point_route,True,False,,The user query 'Beach se tambrum' specifies an origin ('Beach') and destination ('Tambaram') for point-to-point journey planning without explicit multimodality constraints or specific timing/fare requests.,acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_299,T3,Alandur to anywhere mtro,point_to_point_route,point_to_point_route,mode_availability|point_to_point_route|route_stop_sequence,point_to_point_route,True,True,missing_slot,"The query expresses a journey planning intent from origin Alandur via metro using standard directional syntax ('Alandur to anywhere mtro'). Because 'anywhere' is an open/unspecified placeholder rather than a valid transit destination, there is an execution gap requiring a destination slot.",acceptable_set_mismatch,1
ANN_B2_301,T3,114 to koyambedu ,route_stop_membership,,route_stop_membership,point_to_point_route|route_stop_membership|scheduled_departure,False,True,intent_ambiguity,"The utterance '114 to koyambedu' is an underspecified telegraphic query containing only a route identifier ('114') and a destination ('koyambedu') without an operative verb or predicate. Under Section 4.1 and 4.2 of the guidelines, this exhibits genuine semantic ambiguity across multiple valid interpretations: checking whether route 114 serves Koyambedu (route_stop_membership), requesting journey directions to Koyambedu via route 114 (point_to_point_route), or seeking scheduled timetable departure timings (scheduled_departure). Because no single intent is uniquely expressed or defensible, primary_label must be set to null with clarification required.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_302,T3,Anna Nagar Tower se sntrl direct service hai ya change,mode_availability,mode_availability,mode_availability,interchange_transfer|mode_availability,False,False,,"The commuter asks whether a direct transit service operates between Anna Nagar Tower and Central or if a change/transfer is needed. Per Boundary 3.4 and T3 definitions, checking the operational existence of direct transit on a corridor is primarily mode_availability, with line transfer inquiry (interchange_transfer) as a valid secondary interpretation for the 'ya change' clause.",acceptable_set_mismatch,1
ANN_B2_304,T3,where should i interchange between mylapore and velachery,interchange_transfer,interchange_transfer,interchange_transfer,interchange_transfer|point_to_point_route,False,False,,"The commuter specifically asks where to transfer or interchange ('where should i interchange') for travel between Mylapore and Velachery, directly targeting interchange logistics (interchange_transfer). Because the query involves an origin-destination pair that could also be handled by an end-to-end journey planner, point_to_point_route is included as a valid secondary label.",acceptable_set_mismatch,1
ANN_B2_305,T3,is bch stn open rght now,mode_availability,first_and_last_service,first_and_last_service|mode_availability|scheduled_departure,first_and_last_service|realtime_status_query,True,False,,"The user asks whether Chennai Beach station is currently open ('is bch stn open rght now'). Under T3 taxonomy rules, inquiries regarding opening or closing operating limits belong to first_and_last_service, as temporal expressions alone do not imply realtime dynamic tracking. However, realtime_status_query is an acceptable secondary interpretation if construed as checking live operational disruption or emergency closure status.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_306,T3,कहाँ से तांबरम जाऊं?,point_to_point_route,point_to_point_route,mode_availability|point_to_point_route,point_to_point_route,True,True,missing_slot,"The user is requesting journey directions to Tambaram ('कहाँ से तांबरम जाऊं?' / 'From where should I go to Tambaram?'). The core intent is journey planning (point_to_point_route), but the origin location is unspecified, representing an execution gap (missing_slot) that requires clarification.",acceptable_set_mismatch,1
ANN_B2_308,T3,central 09:15 train,scheduled_departure,,scheduled_departure,mode_availability|point_to_point_route|scheduled_departure,False,True,intent_ambiguity,"The keyword utterance 'central 09:15 train' contains a station name, timestamp, and mode without syntactic or functional indicators. As specified in Section 4.2, such underspecified inquiries are semantically indeterminate between requesting a scheduled timetable departure (scheduled_departure), inquiring whether a train service operates at that time (mode_availability), or requesting journey routing (point_to_point_route). Under Section 4.1 guidelines, no single primary label is defensible and clarification is required due to genuine intent ambiguity.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_310,T3,संट्रल पर bus क rltm gps loc trc हो रह है,realtime_status_query,realtime_status_query,realtime_status_query,realtime_status_query,False,True,missing_slot,"The query asks whether the realtime GPS location of a bus at Central is being tracked ('संट्रल पर bus क rltm gps loc trc हो रह है'), which directly pertains to live vehicle tracking under realtime_status_query. However, because the specific bus route number or identifier is not provided, the request lacks a critical slot needed to trace the vehicle, requiring clarification for missing_slot.",clarification_mismatch,1
ANN_B2_316,T3,102 to high court,route_stop_membership,,route_stop_membership,point_to_point_route|route_stop_membership|scheduled_departure,False,True,intent_ambiguity,"The query '102 to high court' consists solely of a route identifier (102) and a destination/stop (High Court) without a verb, question particle, or functional framing. It is genuinely ambiguous among checking whether route 102 serves High Court (route_stop_membership), requesting timetable departures for 102 towards High Court (scheduled_departure), and seeking journey planning/directions to High Court (point_to_point_route).",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_317,T3,Vandalur Zoo metro se kaise pahuchein?,point_to_point_route,point_to_point_route,point_to_point_route,point_to_point_route,False,True,missing_slot,"The user is asking for journey directions to reach Vandalur Zoo using the metro ('kaise pahuchein'), which expresses a journey planning intent (point_to_point_route). Only a single transit mode is mentioned, so it does not meet the explicit multi-mode criterion for multimodal_route. The intent is unambiguous, but the origin location is missing, necessitating clarification due to missing_slot.",clarification_mismatch,1
